,평점,일시,감상평
171,10,2019.05.23 21:49,디즈니라서 믿고 없는 돈 털어서 봤다.그냥 최고다. 영화 값 너무 비쌌지만 만족했다. 이유는 영화가 설명할 거다.그리고 에어컨 빵빵해서 무슨 쓰리디로 보는 줄 알았다 ㅋ
172,10,2019.05.23 14:56,디즈니가 간만에 해냈네요!!~ 누가 보셔도 평작 이상의 영화입니다!!!
173,10,2019.05.23 21:47,방금보고 정말 강추하고싶어서 처음으로 평점까지 남겨봐요!! 보는내내 웃음이 끊이질 않았던 영화입니다. 화려한 영상 신나는 음악 감동까지!! 오랜만에 영화보고 힐링했어요 엉엉 ㅠㅠ 보는내내 행복했습니다!
174,10,2019.05.23 15:50,"지니와 알라딘의 케미가 너무 좋았어요. 그리고 ost들도 짱이에요 아라비안 나잇, 프렌드라이크미, 프린스알리, 어홀뉴월드....흑흑"
175,10,2019.05.24 14:15,이 영화를 보고 어깨춤이 멈추지 않게되었습니다 ㅋ 어릴때 디즈니만화동산 최애가 알라딘이었는데 실사로 보니까 너무 좋네요 ㅎ 그리고 윌스미스 지니 걱정했는데 기대이상으로 너무 잘어울려서 재미있게 봤어요!
176,10,2019.05.26 20:15,"내가 진짜영화후기 남기는적이없는데 마블덕후가 몇주전에 본 어벤져스보다 더 재밌었음..노래, 영상미, 스토리, 연기력 진짜 다 만점임특히 윌스미스 인생영화라고 생각함. 진짜 윌스미스없으면 이 영화는 이렇게까지 좋았다고 못느꼈을거임!!! "
177,10,2019.05.25 01:10,디즈니 실사 영화중에 최고! 처음보는 얼굴의 알라딘 배우가 연기도 잘 하고 정말 잘 어울렸어요! 노래들도 춤도 다 화려해서 눈도 귀도 즐거웠어요 ㅋㅋ 캐스팅이 단연 돋보였던 영화!
178,10,2019.06.10 23:49,기생충 보고 알라딘 봤더니  마음이 정돈이 됐어요
179,10,2019.06.05 04:23,디즈니도 관객과 함께 성장한다는 느낌을 받았습니다. 자스민은 당시에도 진취적인 캐릭터였는데 그보다 더 업그레이드된 흔적과 성의가 느껴져요. 완벽하진 않아도 볼때마다 행복해지는 영화입니다. 오늘로 4차 찍으러갑니다. 보시려면 꼭 4D로 보시길 추천합니다 
180,10,2019.05.30 02:20,알라딘이 지니한테 자유를 선물해 주는데 어찌나 눈물나던지.. 나이먹고 주책맞아졌음ㅋㅋ
181,10,2019.05.25 07:06,진짜 계속 웃으면서 보다가 A whole new world 나올때 입틀막ㅠㅠ개조아
182,10,2019.06.02 15:24,영화도입부의 아라비란나잇을 듣자마자 영화에 대한 의심이 사라짐
183,10,2019.05.25 03:06,겨울왕국 이김!디즈니 실사영화 중 최고의 Ost!최고의 캐스팅!윌스미스 하드캐리! 나오미스캇은 사랑입니다♡
184,10,2019.05.25 14:58,경이롭다... 추억소환??
185,10,2019.05.30 08:17,나만 유독 이 영화에 여운이 많이 남는줄 알았는데 평들을 보니 영화가 그럴만 했구나 하는걸 느꼈다
186,10,2019.05.23 23:41,"이미 좋은 노래들 더 끝장나게 좋아졌구요, 시대에 맞게 각색한 것도 모두모두 좋았습니다"
187,10,2019.05.23 16:18,"최고였다!!! 알라딘, 쟈스민 둘다 미모폭발 ㅋㅋ"
188,10,2019.06.12 06:21,"입만 나불대는 평론가들은 좀 꺼지시고요.. 이거 평론가 평가하는 란은 좀 없애면 안되나 ㅋㅋ여튼 두번보세유 세번보세유 한번은 2D 두번은 4D , 윌스미스도 최고고 나오미 음색과 알라딘역할 배우의춤솜씨 대박ㅜㅜ자파는 의외로 잘생김 ㅋ스토리 다 잼있어 "
189,10,2019.05.27 00:27, 그닥 볼게없어서 봤는데 인생영화네요. 영화보고 집에와서도 여운이 남아 동영상 돌려보기를 했어요이상하게 눈물납니다. 배우들의 손짓 눈짓이  계속어른거려요 학창시절 애니로 넘 잼있게봤는데  영화는 더잼있어요 이건뭐 강추입니다! 꼭 보세요! 
190,10,2019.05.27 09:39,진짜 너무재밌음ㅜㅠ원작 뛰어넘는 실사판임진짜.또보러갈거임. 지루할틈없이 웃긴장면도많고배우들 진짜 춤대박잘춰;; 진짜 완전 뮤지컬임.쟈스민 너무 멋있고 윌스미스는 지니 안시켜줬으면울었겠던데;; 직업만족도 개높아보임ㅋㅋ완전 지니그자체! 
191,10,2019.05.23 16:57,오랜만에 동심으로 돌아감
192,10,2019.05.23 13:45,근심 걱정~잊게해주는영화 최고!
193,10,2019.05.23 17:12,정말 신나고 재밌고 감동적이었어요~^^ 4DX로 보면 더 신났을 것 같아요~ 양탄자 타고 날아다니는 장면에서요~ 쟈스민 공주 예쁘고 매력있네요~^^
194,10,2019.05.23 22:16,너무 재밌어요♡ 알라딘 쟈스민 춤 짱~♡ 진짜 ㅠㅠ 감명깊습니당♡
195,10,2019.05.28 09:30,말할 가치가 있나요역시 잘 만들었네요뮬란과 라푼젤도 잘 캐스팅 해 만들어주세요
196,10,2019.05.24 13:34,노래만으로 10점 가능합니다~~~ 추억 돋아요ㅠㅠ 게임하던거 떠올랐던 초반 추격장면 ㅜㅜㅜ 노래만으로도 한 번 더 볼 수 있어요ㅠㅠ
197,10,2019.05.24 20:14,너무 재밋다 어렷을때 본 영화 ost 들을때마다 벅차올랏음
198,10,2019.05.24 00:15,잠시라도 한눈 팔 틈도 없이 화려한 영상과 연기력  특히 자스민 speechless! 집에오는 길에 OST 무한반복 .. 한동안 못헤어나올듯
199,10,2019.05.23 22:01,최고에요 진짜 예전 애니보셨던분들이 다들봤으면
200,10,2019.05.23 15:05,재밌게 잘봤어요~알라딘도 멋있고 쟈스민은 넘 이쁘디구 지니는 그냥 최곱니다!!! 신나고 시간가는줄 모르고 봤네요~나중에 아기가 좀 크면  같이 봐도 좋을꺼 같아요~정말 잘봤습니다!!!
201,10,2019.05.30 08:22,디즈니는 만화여도 늘 감동 포인트가 있어요. 알라딘보다가 감동받아서 눈물이 나길래 이 나이에 주책인가 싶었는데 곱씹어보면 충분히 그럴만 했어요ㅎㅎ 엄청 웃음주고나서 감동이라니 최고의 영화에요
202,10,2019.05.27 20:04,이틀 연속 두번 봤습니다
203,10,2019.05.27 18:45,아~라비안 나~이트 신비한 이야기~
204,10,2019.06.05 12:19,이 영화는 소장용으로 구매각임 ㅠㅠ 자스민 공주 너무 이쁘고 보는 내내 그냥 너무 기분좋아지는 영화
205,10,2019.05.31 16:07,"너무 우울할때 봤는데 보는동안 그런 답답한 일들이 하나도 생각안났던, 정말 마법같은 동화. 자파에 대항하는 나오미스콧의 speechless가 이 영화의 명장면. 두 배우의 밸런스가 좋아 서로를 바라보는 눈빛이 정말 설레었고 4D로도 보고 싶은 영화. "
206,10,2019.05.25 11:48,처음 시작엔 추억돋는 알라딘 노래에 소름끼치고비현실적으로 예쁜 쟈스민에 놀라고윌스미스의 지니 일체화에 감탄하고 알라딘 목소리랑 얼굴표정 하나하나가 멋있고뭐 하나 빠짐없이 하나하나 추억돋고 아름답던영화디즈니 감사해요
207,10,2019.05.25 01:09,진짜 너무 재밋음 ... 할말이 이것뿐...
208,10,2019.05.23 12:16,극장에서 꼭 보시길  추천~!
209,10,2019.06.05 10:36,힐링영화.. 진짜 인생영화됨ㅜㅜㅜ
210,10,2019.05.29 08:58,영화배경도 너무 예쁘고 분위기 자체가 밝은데 유머까지 곁들어지면서 정말 유쾌하게 봤습니다. 연기하신 배우분들도 캐릭터를 너무 잘 소화하셔서 흠잡을데 없는 영화에요!!
211,10,2019.06.04 12:26,디즈니에서 스텝업을 봣네여
212,10,2019.05.31 01:08,애니메이션 실사화 하는거 안좋아했는데 알라딘은 진짜 대박이에요!!!  꼭보세요  어릴때 봤던 알라딘 장면들이랑 노래 떠올라서 소름돋고 노래가 키포인트는 유지하면서도 현대식으로 바껴서 더 소름돋아요 ㅜㅜㅜ 꼭보세요  이거 또보러갈거에요 
213,10,2019.05.26 01:42, 자파역이 조금 아쉬웠던것 빼고는 낫베드 지나는 맨인블랙때 케이가 떠올라 묘했음 미녀와 야수는. 나이를 먹어서 인가 어릴때 받은 감정을 보다 지루함감이 있었는데 알라딘은 원작 느낌 잘살리면서 지니와 이아고의 하드캐리 덕에 지루하지 않고 재미있게봄 
214,10,2019.05.25 22:51,ㅠㅠ N번 관람 유발영화다이건 ㅠ
215,10,2019.05.25 11:15,즐거운 춤과 음악과 볼거리 가득
216,10,2019.05.25 11:13,정말 너무너무 잼나!!!!
217,10,2019.06.05 14:05,오마이갓 너무 재밌어요 꼭 보세요 두번보세요
218,10,2019.05.28 00:04,너무너무 아름다운 영화였어요.주옥같은 음악들은 다시금 추억에 잠기게하네요.일요일 엄마가 아침준비하는 소리를 들으며 신문읽는 아빠옆에 앉아 동생과 함께 보던 디즈니극장. 그아침풍경이 떠올라 눈물났어요. 그 평범함이 얼마나 큰 행복이었는지 이제 깨닫네요. 
219,10,2019.05.26 10:29,아 진짜 내가 본 애니메이션 영화중에 최고였음 꼭보세요 진짜 아 노래들이 너무 좋고 뮤지컬 하는것 같았음  또보러가야지
220,10,2019.05.25 10:45,방금 보고 왔는데 정말 감동적이고 재밌었어요ㅠㅠ지루할 틈이 없어요 그리고 정말 화려해서 보는 내내 눈이 즐겁네요ㅠㅠ!! 자스민 노래 정말 잘해서 소름돋았어요... 꼭 보세요ㅠㅠ꼭꼭!! 미녀와 야수만큼 최고에요.. 역시 믿고 보는 디즈니에요!ㅠㅠ!! 
221,10,2019.05.24 00:02,와... 가족과 함께 봤는데 울다 웃다 넘 좋았어요... 가족들은 인생 영화라 할 정도로 아름답고보람찬 시간이였습니다. 예쁘게 실사로 만들어준 디즈니에게 감사^0^
222,10,2019.05.25 09:40,어제보고왔어요!놀이동산 다녀온기분!보세요~~!!30-40대분들이더좋아하실듯!너무 잘만든영화입니다~♡
223,10,2019.05.26 22:49,디즈니 영화중 가장 잘 만들었음
224,10,2019.05.26 19:24,Whole new world 도 좋았는데 진짜 자스민 speechless할때....연출도 좋고 입 벌리고 봤다....개소름
225,10,2019.05.26 18:23,눈과 귀가 황홀했습니다^^
226,10,2019.05.30 23:24,아름답다 못해 황홀한 영화! 영화관에서 영화 다 보고 나오면 세상이 아름다워 보여요!
227,10,2019.05.29 08:36,영화 여러번 보는거 안좋아하는데 이건 한번 더 보고 싶다.. 되게 신나고 영상미 최고 노래도 최고
228,10,2019.05.26 15:16,올해본영화중에 제일 재밌었음
229,10,2019.05.26 09:43,단연 디즈니 실사영화중 최고다~!
230,10,2019.05.26 01:45,볼거리도많고 감동적이고 너무 좋았어요ㅠㅠ어린이부터 성인까지 두루두루 좋아할만한 영화같아요!!a whole new wolrd에선 진짜 소름....박수치고 싶었어요
231,10,2019.05.24 20:17,26년전 애니메이션을 기억하는 팬이라면실사의 알라딘을 비교해가면서 꼭 보시라!원숭이 '아부' 가 너무 귀엽고지니 역을 맡은 윌 스미스 덕분에 배꼽뺐다는..재미와 감동을 모두 잡은 알라딘 화이팅!
232,10,2019.05.23 23:55,완젼개꿀잼 역시 디즈니이이
233,10,2019.05.25 11:32,"영화가 너무 좋아요, 여주 노래도 소름돋고  시간 가는줄 모를 정도로 재밌습니다. 강추 합니다 평점 낮게 주신분들 보지도 않고 평점 준거 같네요,"
234,10,2019.05.25 11:19,지금까지 본 실사영화중에 최고
235,10,2019.05.25 07:30,예전 알라딘애니를 보듯  신나게 본거같습니다 연기도 노래도 너무 행복을 느끼면서 본거 같아요윌스미스 지니 연기 개쩔었어요
236,10,2019.05.24 21:08,진짜최고다!!!또봐야지ㅜㅜ
237,10,2019.05.23 22:54,윌스미스땜에 진짜 웃겼음ㅋㅋㅋ
238,10,2019.05.23 16:21,원작만큼 재미있었어요 ㅋㅋ
239,4,2019.08.22 02:28,그만해라 이것들아.. ㅜㅜ
240,10,2019.06.05 12:25,몇번을 봤던 한번 더 보고싶은 영화
241,10,2019.06.05 05:50,내나이 39   애들하고보는데 애들보다 내가 더 좋았다거 같다  여주는  머 환상이고   윌스미스도 정말 최고의연기를한거같다  꼭 극장에서 보시길!
242,10,2019.05.28 10:12,영화 끝나고 하루종일 OST 듣는 힘으로 살아갑니다ㅠㅠ
243,10,2019.05.28 09:02,일요일아침마다 디즈니 기다리며 설레던 마음이 보는 내내 다시 그 때기억을 소환해 설레였습니다OO넘은 시간에도 노래는 촌스럽지않고 더 멋지게 들리더군요   귀와 눈이 즐겆고 마음까지 즐거운 영화입니다
244,10,2019.05.28 07:46,"영화보고 여기에 댓글다는건 태어나서 처음.두시간동안 동화속에 있던 나, 그리고 서른중반의 나지만 애니메이션 보던 동심속의 나를 발견할수 있어서 너무 행복했다."
245,10,2019.05.25 22:42,너무 큰 기대를 했는데 그 이상을 보여 준 영화
246,10,2019.05.25 14:37,영화가 끝나고 박수를 치고싶었어요! 매력적인 뮤지컬 공연을 본듯한 느낌이었어요. 인생 영화입니다!!
247,10,2019.05.25 11:06,진짜 기대안하고 봤는데 기대이상이였어요!!!! 영화 고민하시는분들 이거 꼭보세요 개꿀잼입니다 ㅠ
248,10,2019.05.25 10:55,역시 디즈니네요.윌 스미스 땜에 보게 됐는데주인공들 캐스팅 너무 좋았구요.공주는 말할것도없고 알라딘 보면 볼수록 매력적이네요.카펫 타는 세상구경 하는 장면 정말 감동♡ 한번 더 보고 싶어요.
249,10,2019.05.25 05:42,동심으로 돌아간 듯 매우 즐겁게 봄
250,10,2019.05.25 01:05,정말 첫장면부터 끝까지 흥미진진 너무 재미있어요
251,10,2019.05.25 00:43,윌 스미스 지니 보려고 봤는데 상상이상으로 웅장하고 디즈니는 역시 믿고 보는 것임을 또 한번 느낍니다. 그리고 ost 자꾸 생각나네요
252,10,2019.05.24 22:15,10점 만점에 10점.. 기대 1도 안하고 봤는데 너무 재밌었따. 내 인생 명작 라따뚜이 주토피아 알라딘일 듯
253,10,2019.05.24 21:55,시간가는줄 모르고 봤어요 ㅠㅠ 또볼거에요 ㅠㅠ 진심 꼭 보세요
254,10,2019.05.24 21:33,아 다시 보고싶어요 넘 좋았어요♡
255,10,2019.05.24 10:57,어홀뉴월드가 역시 디즈니의 띵곡이지! 자스민도 너무 예쁘고 윌스미스가 생각보다 지니가 잘어울렸다~ 신나는 영화 보고싶다면 추천!
256,10,2019.05.24 00:02,개봉전 사람들의 반응을 봤을때 영화를 보고 나오는순간 달라질거같은 영화 ??너무 재밌음 ㅠ.ㅠ
257,10,2019.06.05 15:30,기생충한테 묻힐 영화가 아니네요 고민 중이시라면 알라딘 보세요 올해 최고의 영화!
258,10,2019.06.05 03:29,본지 일주일째 여운이 안가셔서 4D로 또 보러갑니다...
259,10,2019.05.23 21:47,대박 재미있다ㅠㅠ 4Dx2D로 보면 재미가 두 배...ㅠㅠ 알라딘 원작 팬들 실망 안 할듯ost도 좋고 아라비안 비트 넘 좋아
260,10,2019.05.23 17:13,디즈니 감성 좋아하시면 꼭 보세요^.^ 너무 재밌게 봤어요 ㅎㅎ
261,10,2019.05.23 09:02,1등  재밌게보겠습니다
262,8,2019.06.26 07:59,알라딘 한번도 안본사람은 있어도 한번만 본사람은 없다
263,10,2019.06.05 05:04,보는 내내 너무 행복했어요
264,10,2019.05.30 06:05,박평식이 5점 줬다. 그 사람이 재미없다면 무조건 꿀잼보장임.
265,10,2019.05.27 23:03,하 그냥 개오짐 박수침 아주그냥 안보면 후회함무조건 영화관에서 봐야함 이건 10점 넘게 주고 싶네 여주 세상에서 젤 이쁨
266,10,2019.07.09 23:55,와.. 인생영화 찾았습니다.
267,10,2019.07.09 23:38,보는 내내 행복했던 영화
268,10,2019.07.08 19:23,평생 잊을 수 없는 영화가 될 것 같아요. 알라딘 볼때면 힘든 현실이 잊혀지고 행복하기만 해요.너무너무 좋아서 5번 이상 봤습니다..ㅎㅎㅎ
269,10,2019.06.25 20:36,N차 무조건뛰어야되는 영화
270,10,2019.05.24 11:46,믿고 보는 디즈니!  매력 터지는 현대판 지니 덕분에 시간 순삭ㅋㅋㅋ
271,10,2019.05.24 22:31,믿고 보는 디즈니ㅎㅎㅎㅎ
272,10,2019.05.27 10:01,공주가 노래를 아주  전투적으로 전력을 다해 잘부르더군
273,10,2019.06.02 09:53,ㅋㅋㄲ자스민 너무 당차고 알라딘 뭔가 용감한데 촉촉순진해서 귀엽고 지니 옆에서 무한 할뚜있따!!할뚜있따!!하고 주접떠는게 너무 웃겼어요ㅋㅋ디즈니 실사중에 젤 잘만듬
