연번,업종명,업소명,소     재     지,전화번호
1576,일반음식점,우암꿀꿀이순대 서원구점, 청주시 서원구 장전로12번길 9  1층 (성화동),043 -254 -3888
1577,일반음식점,(주)미스터풍차, 청주시 서원구 용평로113번길 23  1층 (분평동),043 -255 -3333
1578,일반음식점,명성관, 청주시 서원구 두꺼비로78번길 17-7  1층 (산남동),043 -256 -0013
1579,일반음식점,황제장어, 청주시 서원구 용평로93번길 57  1층 (분평동),043 -258 -1000
1580,일반음식점,노군꼬치개신점, 청주시 서원구 신율로 49  1층 104호 (개신동  레몬타워),043 -258 -9282
1581,일반음식점,단골손님, 청주시 서원구 1순환로672번길 42  1층 (사창동),043 -260 -0486
1582,일반음식점,죽전화로숯불구이, 청주시 서원구 현도면 죽전1길 63  1층,043 -260 -0508
1583,일반음식점,청주닭발, 청주시 서원구 모충로 81 (모충동 (1층)),043 -260 -0833
1584,일반음식점,월드푸드, 청주시 서원구 남이면 청남로 1334  2층,043 -260 -1100
1585,일반음식점,느티나무정, 청주시 서원구 현도면 우록3길 24  1층,043 -260 -1125
1586,일반음식점,대박뒷고기, 청주시 서원구 예체로67번길 24  1층 (사창동),043 -260 -1226
1587,일반음식점,참맛사랑, 청주시 서원구 현도면 우록2길 17  1층,043 -260 -1331
1588,일반음식점,고래해물포차, 청주시 서원구 내수동로 167  1층 (사창동),043 -260 -1472
1589,일반음식점,청주흑염소, 청주시 서원구 남이면 청남로 1771-17  1층,043 -260 -1523
1590,일반음식점,한남동 그집(충북대점), 청주시 서원구 1순환로672번길 45  2층 (사창동),043 -260 -2080
1591,일반음식점,치킨더홈척산점, 청주시 서원구 남이면 척산길 3  1층,043 -260 -2634
1592,일반음식점,일미리 금계찜닭, 청주시 서원구 1순환로622번길 3  1층 (사창동),043 -260 -2672
1593,일반음식점,그날의 분위기, 청주시 서원구 1순환로672번길 51  3층 (사창동),043 -260 -2692
1594,일반음식점,치킨더홈(사창점), 청주시 서원구 창직로 13-2  1층 (사창동),043 -260 -3231
1595,일반음식점,장수마을, 청주시 서원구 남이면 사동길 13  1층,043 -260 -3235
1596,일반음식점,두레, 청주시 서원구 남이면 남이외천길 21  1층,043 -260 -3456
1597,일반음식점,충북송어직판장, 청주시 서원구 남이면 청남로 1335  1층  2층,043 -260 -3838
1598,일반음식점,간바레  간바로우!, 청주시 서원구 1순환로709번길 6  1층 (사창동),043 -260 -4464
1599,일반음식점,봉대박스파게티 충북대점, 청주시 서원구 내수동로102번길 36  2층 (사창동),043 -260 -4650
1600,일반음식점,남대문가든, 청주시 서원구 남이면 남이외천길 19  2동 1층,043 -260 -5011
1601,일반음식점,비에이치씨(BHC) 청주현도점, 청주시 서원구 현도면 청남로 355  2층 (1동(2동)),043 -260 -5115
1602,일반음식점,오리에닭, 청주시 서원구 무심서로 487  1층 (사직동),043 -260 -5249
1603,일반음식점,크라운호프 충북대점, 청주시 서원구 내수동로108번길 11  1층 (사창동),043 -260 -5855
1604,일반음식점,뽕닭TGV, 청주시 서원구 청남로 2107-1  1층 (수곡동),043 -260 -6281
1605,일반음식점,콩무리농가맛집, 청주시 서원구 남이면 대림로 114,043 -260 -6411
1606,일반음식점,(주)보림로지스틱스 죽암(한양식전문점), 청주시 서원구 현도면 경부고속도로 290  죽암(상)휴게소  1층,043 -260 -8035
1607,일반음식점,참이슬2, 청주시 서원구 현도면 청남로 332-6,043 -260 -8280
1608,일반음식점,눈물떡볶이, 청주시 서원구 천수로17번길 3  1층 (사창동),043 -260 -8282
1609,일반음식점,주막집, 청주시 서원구 1순환로 662 (사창동 (지하1층)),043 -260 -8448
1610,일반음식점,해송족발, 청주시 서원구 모충로 43  1층 (개신동),043 -260 -8939
1611,일반음식점,킴스부리또, 청주시 서원구 내수동로 143  2층 (사창동),043 -260 -9250
1612,일반음식점,삼거리 포장마차, 청주시 서원구 1순환로672번길 17  1층 (사창동),043 -260 -9293
1613,일반음식점,효경식당, 청주시 서원구 장구봉로 136 (개신동 (1층)),043 -260 -9904
1614,일반음식점,우리집칼국수, 청주시 서원구 봉명로 236 (사창동  (1층)),043 -262 -0055
1615,일반음식점,한가네짬뽕, 청주시 서원구 1순환로672번길 53  2층 (사창동),043 -262 -0410
1616,일반음식점,맵닭과 사거리포차, 청주시 서원구 1순환로704번길 73  1층 (사창동),043 -262 -0978
1617,일반음식점,햇살머믄 꼬마김밥 사창점, 청주시 서원구 내수동로 165-1  1층 (사창동),043 -262 -1919
1618,일반음식점,수원참갈비, 청주시 서원구 남이면 2순환로 1689-7 (지상2층),043 -262 -2200
1619,일반음식점,뽈엔막뒷고기, 청주시 서원구 창신로 43  1층 (사창동),043 -262 -2322
1620,일반음식점,포차데이데이데이, 청주시 서원구 내수동로108번길 22  1층 (사창동),043 -262 -2327
1621,일반음식점,포차데이데이데이2, 청주시 서원구 내수동로108번길 22  2층 (사창동),043 -262 -2327
1622,일반음식점,화랑각, 청주시 서원구 봉명로132번길 31  1층 (사창동),043 -262 -2592
1623,일반음식점,레스토랑 에이치(H), 청주시 서원구 남이면 대림로 159  2층,043 -262 -2700
1624,일반음식점,큰손칼국수.보쌈, 청주시 서원구 내수동로 145 (사창동 A동 (1층)),043 -262 -2888
1625,일반음식점,김가네닭발, 청주시 서원구 모충로 92-1  1층 (모충동),043 -262 -3393
1626,일반음식점,배마루, 청주시 서원구 1순환로674번길 12 (사창동  (3층)),043 -262 -3680
1627,일반음식점,라인, 청주시 서원구 두꺼비로94번길 64-6  1층 (산남동),043 -262 -4189
1628,일반음식점,해정, 청주시 서원구 남이면 부용외천리 492번지   2동 ,043 -262 -6088
1629,일반음식점,할매촌닭, 청주시 서원구 남이면 남이가좌길 94-15,043 -262 -6244
1630,일반음식점,놀부부대찌개철판구이중문점, 청주시 서원구 내수동로114번길 9  1층 (사창동),043 -262 -7890
1631,일반음식점,무노, 청주시 서원구 1순환로 682 (사창동 (3층)),043 -262 -8068
1632,일반음식점,사직동손칼국수, 청주시 서원구 대원로20번길 48 (사직동),043 -262 -8115
1633,일반음식점,용우동 청주사창점, 청주시 서원구 사직대로 120  1층 (사창동),043 -262 -8217
1634,일반음식점,와룡중화요리, 청주시 서원구 모충로96번길 15 (모충동  주공아파트 상가동 104호(1층)),043 -262 -9393
1635,일반음식점,로얄생고기, 청주시 서원구 봉명로 238-1  1층 (사창동),043 -262 -9712
1636,일반음식점,통비어, 청주시 서원구 신율로 49  레몬타워 1층 112호 (개신동),043 -263 -0023
1637,일반음식점,아우성포차, 청주시 서원구 모충로 86  1층 (모충동),043 -263 -0097
1638,일반음식점,서당골, 청주시 서원구 1순환로674번길 12 (사창동  (2층)),043 -263 -0188
1639,일반음식점,성화동참숯생고기, 청주시 서원구 구룡산로51번가길 25  1층 (성화동),043 -263 -0234
1640,일반음식점,올갱이해장국, 청주시 서원구 모충로25번길 8  1층 (개신동),043 -263 -1133
1641,일반음식점,수산시장, 청주시 서원구 장구봉로 148 (개신동 (1층)),043 -263 -1541
1642,일반음식점,봉구스밥버거, 청주시 서원구 사직대로 278 (사직동  (1층)),043 -263 -2000
1643,일반음식점,그냥거기, 청주시 서원구 호국로 93  A동 1층 (사직동),043 -263 -2230
1644,일반음식점,아름 정육식당, 청주시 서원구 예체로7번길 1  1층 (개신동),043 -263 -2489
1645,일반음식점,고기구이마을, 청주시 서원구 신율로 49  1층 109호 110호 111호 (개신동  개신동레몬타워),043 -263 -2600
1646,일반음식점,인숙이 누나, 청주시 서원구 산남로70번길 18  101호 (산남동),043 -263 -2679
1647,일반음식점,엣찌분식, 청주시 서원구 천석로 10-1  1층 (사창동),043 -263 -3627
1648,일반음식점,일번지축산물, 청주시 서원구 충렬로54번길 3  1층 (사직동),043 -263 -3885
1649,일반음식점,우리집밥상, 청주시 서원구 내수동로 125 (사창동  (1층)),043 -263 -3999
1650,일반음식점,일미분식, 청주시 서원구 창직로 110  1층 (사직동),043 -263 -4238
1651,일반음식점,섬진강, 청주시 서원구 사직대로175번길 46 (사창동 (1층)),043 -263 -4312
1652,일반음식점,임창정의 소주한잔 충북대점, 청주시 서원구 1순환로672번길 23  1층 (사창동),043 -263 -4402
1653,일반음식점,카페 51번가(st), 청주시 서원구 사운로 51  1층 (사직동),043 -263 -5151
1654,일반음식점,마실촌, 청주시 서원구 창직로 97  상가동 1층 103호  104호 (사직동  푸르지오캐슬),043 -263 -5389
1655,일반음식점,바른치킨 충북대점, 청주시 서원구 사직대로90번길 22 (사창동),043 -263 -5841
1656,일반음식점,뒷풀이, 청주시 서원구 내수동로 130 (사창동  평화아파트상가 (1층9호)),043 -263 -5842
1657,일반음식점,서울닭발, 청주시 서원구 모충로25번길 20  1층 (개신동),043 -263 -6258
1658,일반음식점,반가네, 청주시 서원구 1순환로674번길 12  1층 (사창동),043 -263 -6390
1659,일반음식점,육쌈냉면 충북대점, 청주시 서원구 1순환로672번길 64 (사창동  (2층)),043 -263 -6392
1660,일반음식점,병천토종순대.수육국밥, 청주시 서원구 사북로 78 (사직동 (1층)),043 -263 -6934
1661,일반음식점,싱싱조개구이산꼼장어, 청주시 서원구 모충로 65-17 (모충동 (1층)),043 -263 -7575
1662,일반음식점,팔영산 흑염소, 청주시 서원구 남이면 남이가좌1길 6  1층,043 -263 -8084
1663,일반음식점,여기또오리, 청주시 서원구 성봉로 215  1층 (개신동),043 -263 -8266
1664,일반음식점,명사순대 청주개신점, 청주시 서원구 성봉로220번길 171  1층 (개신동),043 -263 -9222
1665,일반음식점,여섯주울, 청주시 서원구 내수동로 93 (사창동 (지하1층)),043 -263 -9459
1666,일반음식점,면세상, 청주시 서원구 창직로12번길 38  1층 (사창동),043 -263 -9609
1667,일반음식점,맥주바켓충북대점, 청주시 서원구 1순환로672번길 35  지하1층 (사창동),043 -264 -0062
1668,일반음식점,마쯔리, 청주시 서원구 내수동로108번길 27  1층 (사창동),043 -264 -0100
1669,일반음식점,부먹찍먹걍먹, 청주시 서원구 1순환로704번길 42-1  1층 (사창동),043 -264 -0707
1670,일반음식점,올리브, 청주시 서원구 사직대로 140  2층 202호 203호 206호(일부) 208호(일부)호 (사창동),043 -264 -1267
1671,일반음식점,춘천본가닭갈비, 청주시 서원구 구룡산로338번길 16-15 (수곡동 (1층)),043 -264 -1663
1672,일반음식점,전주팔미콩나물국밥, 청주시 서원구 남이면 청남로 1535-3  1층,043 -264 -2114
1673,일반음식점,저잣거리, 청주시 서원구 호국로 92  1층 (사직동),043 -264 -2345
1674,일반음식점,지리산흑돼지, 청주시 서원구 내수동로 174 (사창동  A동 1층),043 -264 -2601
1675,일반음식점,비어타임, 청주시 서원구 호국로 90-1  1층 (사직동),043 -264 -2720
1676,일반음식점,춤추는향기나무, 청주시 서원구 1순환로719번길 6-2  1층 (사창동),043 -264 -3115
1677,일반음식점,닥스버블, 청주시 서원구 사직대로144번길 36 (사창동 (1층)),043 -264 -3377
1678,일반음식점,황궁쟁반짜장, 청주시 서원구 1순환로704번길 36  1층 (사창동),043 -264 -3535
1679,일반음식점,대령숙수추어탕, 청주시 서원구 모충로 42  1층 (개신동),043 -264 -3800
1680,일반음식점,한복임한상차림, 청주시 서원구 모충로104번길 68-1  1층 (모충동),043 -264 -3874
1681,일반음식점,본도시락 충북대점, 청주시 서원구 1순환로 700  1층 (사창동),043 -264 -4282
1682,일반음식점,쏠로아떼, 청주시 서원구 대원로 58 (사직동),043 -264 -5500
1683,일반음식점,대박생고기, 청주시 서원구 호국로13번길 3  1층 (모충동),043 -264 -6066
1684,일반음식점,최대포갈매기살, 청주시 서원구 예체로19번길 4  1층 (개신동),043 -264 -6485
1685,일반음식점,페리호 치킨, 청주시 서원구 쌍샘로 9-1 (모충동),043 -264 -7177
1686,일반음식점,제이 앤 제이, 청주시 서원구 모충로35번길 3  2층 201호 (개신동),043 -264 -7472
1687,일반음식점,안양등심해장국 , 청주시 서원구 사직대로 308-8  1층 (사직동),043 -264 -7565
1688,일반음식점,청담동 말자싸롱, 청주시 서원구 모충로 13  1층 (개신동),043 -264 -7726
1689,일반음식점,672 F&B, 청주시 서원구 1순환로672번길 53  1층 (사창동),043 -264 -7788
1690,일반음식점,해물천지, 청주시 서원구 남들로 39-1  1층 (모충동),043 -264 -8030
1691,일반음식점,속초코다리냉면, 청주시 서원구 현도면 청남로 481  현도타운3   1층,043 -264 -8519
1692,일반음식점,등촌샤브칼국수, 청주시 서원구 사직대로134번길 3  1층 (사창동),043 -264 -8568
1693,일반음식점,이삭토스트(서원대정문점), 청주시 서원구 무심서로 379  1층 (모충동),043 -264 -8796
1694,일반음식점,신 황룡, 청주시 서원구 모충로26번길 5  2층 (개신동),043 -264 -9076
1695,일반음식점,종가집손두부, 청주시 서원구 사직대로 308  1층 (사직동),043 -264 -9962
1696,일반음식점,명인만두(사창사거리점), 청주시 서원구 1순환로 661 (사창동  1층),043 -265 -0701
1697,일반음식점,청풍석갈비, 청주시 서원구 1순환로 1080-3  1층 (분평동),043 -265 -1000
1698,일반음식점,바다양푼이동태탕찜, 청주시 서원구 남이면 척산2길 5  1층,043 -265 -1244
1699,일반음식점,최부짱, 청주시 서원구 1순환로648번길 22  1층 (사창동),043 -265 -1559
1700,일반음식점,여명일품식당, 청주시 서원구 사직대로164번길 27  1층 (사창동),043 -265 -1663
1701,일반음식점,부송국수, 청주시 서원구 남이면 청남로 1334,043 -265 -1979
1702,일반음식점,우일순대, 청주시 서원구 창신로31번길 11 (사창동 외 1필지(1층)),043 -265 -2097
1703,일반음식점,착한(생)고기&쭈꾸미, 청주시 서원구 창직로12번길 88  1층 (개신동),043 -265 -2220
1704,일반음식점,피치버스, 청주시 서원구 1순환로648번길 5  1층 (사창동),043 -265 -2224
