연번,업종명,업소명,소     재     지,전화번호
1841,일반음식점,평양28(이십팔), 청주시 서원구 모충로25번길 23  1층 (개신동),043 -271 -3232
1842,일반음식점,평민닭발 충북대2호점, 청주시 서원구 내수동로114번길 36  1층 (사창동),043 -271 -3311
1843,일반음식점,병천토종순대, 청주시 서원구 개신동 1번지 35호  ,043 -271 -3393
1844,일반음식점,에덴, 청주시 서원구 창신로 43  1층 (사창동),043 -271 -5252
1845,일반음식점,여기어때, 청주시 서원구 수곡로58번길 26 (수곡동  (1층)),043 -271 -6050
1846,일반음식점,Routine759(루틴759), 청주시 서원구 1순환로 759  1층 (개신동),043 -271 -7040
1847,일반음식점,인생뭐있어, 청주시 서원구 호국로10번길 4  1층 (모충동),043 -271 -7373
1848,일반음식점,뚜에이오, 청주시 서원구 남이면 청남로 1420 (지상2층),043 -271 -7555
1849,일반음식점,동해반점, 청주시 서원구 창신로25번길 6 (사창동 (1층)),043 -271 -8080
1850,일반음식점,숯겹살집개신점, 청주시 서원구 예체로7번길 45  1층 (개신동),043 -271 -8747
1851,일반음식점,황가네해물칼국수, 청주시 서원구 현도면 청남로 253  1층,043 -271 -9289
1852,일반음식점,북경깐풍기, 청주시 서원구 내수동로108번길 40  1층 (사창동),043 -272 -0066
1853,일반음식점,매봉쉼터, 청주시 서원구 현도면 청남로 184  1층,043 -272 -0272
1854,일반음식점,버거킹충북대점, 청주시 서원구 1순환로 665-1  A동 1  2층 (사창동),043 -272 -0332
1855,일반음식점,수림식당, 청주시 서원구 사운로99번길 26  1층 (사직동),043 -272 -0651
1856,일반음식점,동래관, 청주시 서원구 1순환로674번길 26  1층 (사창동),043 -272 -1799
1857,일반음식점,작은마을 영양촌, 청주시 서원구 성봉로 190  1층 (개신동),043 -272 -1849
1858,일반음식점,피아노룸블링, 청주시 서원구 1순환로672번길 26  3층 (사창동),043 -272 -2088
1859,일반음식점,피아노룸블링Ⅱ, 청주시 서원구 1순환로672번길 26  4층 (사창동),043 -272 -2088
1860,일반음식점,일방통행국물떡볶이&화덕피자, 청주시 서원구 내수동로 130  1층 5호 (사창동  평화아파트),043 -272 -2277
1861,일반음식점,송림갈비, 청주시 서원구 장구봉로144번길 4  1층 (개신동),043 -272 -2550
1862,일반음식점,시골길, 청주시 서원구 대원로 52  1층 (사직동),043 -272 -3030
1863,일반음식점,청원한우프라자남이부용한우영농조합법인, 청주시 서원구 남이면 연청로 1383-1 (지상 1.2층),043 -272 -3200
1864,일반음식점,바다향, 청주시 서원구 내수동로 136  1층 (사창동),043 -272 -3288
1865,일반음식점,닭발에소주한잔, 청주시 서원구 내수동로 167 (사창동  (1층)),043 -272 -3331
1866,일반음식점,진짜갈비찜, 청주시 서원구 대원로19번길 14  1층 (사직동),043 -272 -3436
1867,일반음식점,봉추찜닭(충대중문점), 청주시 서원구 내수동로114번길 7  1층 (사창동),043 -272 -3539
1868,일반음식점,육대장 산남점, 청주시 서원구 산남로 56  1층 104  105  106호 (산남동  산남에버프라자),043 -272 -3855
1869,일반음식점,옛날할머니보리밥집, 청주시 서원구 내수동로 165-1  1층 (사창동),043 -272 -4726
1870,일반음식점,족발식객, 청주시 서원구 사직대로265번길 19  1층 (사직동),043 -272 -5823
1871,일반음식점,까치골, 청주시 서원구 1순환로 892 (산남동 A동(1층)),043 -272 -5944
1872,일반음식점,울산아구찜, 청주시 서원구 사직대로176번길 26-1  1층 (사창동),043 -272 -7745
1873,일반음식점,시골밥상, 청주시 서원구 남이면 구미길 10  1층,043 -272 -8068
1874,일반음식점,대구반야월막창모충점, 청주시 서원구 모충로 59 (모충동 주공상가106호),043 -272 -9282
1875,일반음식점,지코바치킨, 청주시 서원구 성봉로 226-19  1층 (개신동),043 -272 -9295
1876,일반음식점,너구리, 청주시 서원구 1순환로672번길 49  2층 (사창동),043 -272 -9500
1877,일반음식점,자담치킨&호프 Cafe (개신점), 청주시 서원구 성봉로 230-21  1층 (개신동),043 -272 -9982
1878,일반음식점,꼬부리, 청주시 서원구 1순환로674번길 58  1층 (사창동),043 -272 -9988
1879,일반음식점,정보한방삼계탕, 청주시 서원구 청남로 2038  1층 (수곡동),043 -273 -1023
1880,일반음식점,대학통닭, 청주시 서원구 내수동로 136 (사창동 266-3.270-3),043 -273 -1272
1881,일반음식점,부산꼼장어, 청주시 서원구 모충로 59 (모충동 주공2단지상가 103호),043 -273 -1884
1882,일반음식점,한마음정육식당Ⅱ, 청주시 서원구 1순환로674번길 24  1층 (사창동),043 -273 -1890
1883,일반음식점,이찌방, 청주시 서원구 1순환로672번길 33  1층 (사창동),043 -273 -2030
1884,일반음식점,북경24시, 청주시 서원구 모충로 111  1층 (모충동),043 -273 -2101
1885,일반음식점,먹방야식&치킨, 청주시 서원구 쌍샘로 94-1  1층 (모충동),043 -273 -2466
1886,일반음식점,우리식당, 청주시 서원구 남이면 저산척북로 636-8,043 -273 -2727
1887,일반음식점,골목식당, 청주시 서원구 사직대로272번길 1  2층 (사직동),043 -273 -3800
1888,일반음식점,화정, 청주시 서원구 충렬로48번길 6  1층 (사직동),043 -273 -3850
1889,일반음식점,도시락더하기, 청주시 서원구 1순환로1063번길 61-12  1층 (분평동),043 -273 -4213
1890,일반음식점,개신동해장국, 청주시 서원구 모충로 16  2층 (개신동),043 -273 -4546
1891,일반음식점,끼니와새참, 청주시 서원구 사직대로 280  1층 (사직동),043 -273 -4583
1892,일반음식점,꿀꿀이생막창, 청주시 서원구 쌍샘로 106 (모충동 (1층)),043 -273 -4698
1893,일반음식점,마시33, 청주시 서원구 1순환로648번길 5  1층 (사창동),043 -273 -4777
1894,일반음식점,전통바다해물손칼국수, 청주시 서원구 매봉로76번길 19  1층 (수곡동),043 -273 -5937
1895,일반음식점,고박사해물탕Ⅱ, 청주시 서원구 청남로 2052  1층 (수곡동),043 -273 -5992
1896,일반음식점,짚신 스시&롤, 청주시 서원구 1순환로674번길 14  1층 (사창동),043 -273 -7076
1897,일반음식점,연희동 족발, 청주시 서원구 호국로 102  1층 (사직동),043 -273 -7179
1898,일반음식점,어우러져 좋은곳, 청주시 서원구 창직로 104  1층 (사직동),043 -273 -7466
1899,일반음식점,주유소, 청주시 서원구 모충로35번길 3  1층 101호 (개신동  태웅빌딩),043 -273 -7942
1900,일반음식점,경아두마리치킨, 청주시 서원구 예체로67번길 12-1  1층 (사직동),043 -273 -7999
1901,일반음식점,옛날칼국수, 청주시 서원구 성봉로 226-9  1층 (개신동),043 -273 -8181
1902,일반음식점,안동본가국밥(사창점), 청주시 서원구 1순환로648번길 2  1 2층 (사창동),043 -273 -8292
1903,일반음식점,형섭이네피자, 청주시 서원구 성봉로 234-1  1층 (개신동),043 -273 -8333
1904,일반음식점,콩파닭, 청주시 서원구 충렬로 74  동원연립 1층 12호 (사직동),043 -273 -8485
1905,일반음식점,파모소 , 청주시 서원구 흥덕로 69  지하1층 (사직동),043 -273 -8700
1906,일반음식점,투다리개신3호점, 청주시 서원구 성봉로 213-1  1층 (개신동),043 -273 -9400
1907,일반음식점,또바기 국수, 청주시 서원구 사직대로 160  두진 하트리움에덴 107호 (사창동),043 -273 -9494
1908,일반음식점,은숙이네 밥집, 청주시 서원구 1순환로673번길 37  1층 (사창동),043 -274 -0969
1909,일반음식점,옥연만두, 청주시 서원구 창신로32번길 11  1층 (사창동),043 -274 -1224
1910,일반음식점,나능이버섯백숙, 청주시 서원구 성봉로220번길 94  1층 (개신동),043 -274 -2255
1911,일반음식점,낭만언니, 청주시 서원구 1순환로674번길 14  2층 (사창동),043 -274 -2577
1912,일반음식점,춘천본가닭갈비, 청주시 서원구 예체로1번길 34  A동 1층 (개신동),043 -274 -3008
1913,일반음식점,벤츠타기, 청주시 서원구 내수동로108번길 28  2층 (사창동),043 -274 -3212
1914,일반음식점,박준양스시, 청주시 서원구 원마루로10번길 15  1층 (분평동),043 -274 -3737
1915,일반음식점,대성루중화요리, 청주시 서원구 사운로 92-2  1층 (사직동),043 -274 -5323
1916,일반음식점,큰 거북이 식당, 청주시 서원구 사운로 92  1층  2층 (사직동),043 -274 -5453
1917,일반음식점,놀땅만땅, 청주시 서원구 모충로 59  주공아파트 상가동 1층 108호 (모충동),043 -274 -5933
1918,일반음식점,주식회사 고박사, 청주시 서원구 청남로 2052  1층 (수곡동),043 -274 -6540
1919,일반음식점,밥오야, 청주시 서원구 충대로14번길 57  1층 (사창동),043 -274 -6832
1920,일반음식점,보글보글촌, 청주시 서원구 신율로 70-1  1층 (개신동),043 -274 -8292
1921,일반음식점,병천할매순대, 청주시 서원구 모충로 91  1층 101호 (모충동  크리스탈빌딩),043 -274 -8828
1922,일반음식점,파라다이스, 청주시 서원구 예체로67번길 79  2층 (사창동),043 -274 -8882
1923,일반음식점,라온, 청주시 서원구 내수동로114번길 18 (사창동  (지하1층)),043 -274 -9008
1924,일반음식점,대게마트, 청주시 서원구 모충로 64  1층 (모충동),043 -274 -9592
1925,일반음식점,마초불고기, 청주시 서원구 1순환로672번길 52  1층 (사창동),043 -275 -0337
1926,일반음식점,대도영지한우, 청주시 서원구 천석로14번길 7  1층 (사창동),043 -275 -1184
1927,일반음식점,소행, 청주시 서원구 모충로 88-2  1층 (모충동),043 -275 -2234
1928,일반음식점,기사식당 소머리국밥, 청주시 서원구 남이면 청남로 1145  1층,043 -275 -2273
1929,일반음식점,민들레보리밥, 청주시 서원구 성봉로220번길 16  1층 (개신동),043 -275 -5355
1930,일반음식점,큰소왕갈비탕, 청주시 서원구 남이면 청남로 885  1층,043 -275 -7892
1931,일반음식점,골목식당, 청주시 서원구 모충로104번길 62-3  1층 (모충동),043 -275 -8323
1932,일반음식점,본토막창, 청주시 서원구 사직대로 133  1층 (사창동),043 -275 -9295
1933,일반음식점,먹벙감자탕병천순대, 청주시 서원구 장구봉로 146  1층 (개신동),043 -275 -9392
1934,일반음식점,온천골가마솥, 청주시 서원구 1순환로 784  1동 1층 (개신동),043 -275 -9898
1935,일반음식점,새마을 식당, 청주시 서원구 1순환로674번길 38 (사창동 (1층)),043 -276 -0018
1936,일반음식점,두맛 찜닭, 청주시 서원구 성봉로 234-1  1층 (개신동),043 -276 -0075
1937,일반음식점,초정한우개신점, 청주시 서원구 모충로44번길 5  1층 (개신동),043 -276 -0088
1938,일반음식점,민비아구찜해물찜산남점, 청주시 서원구 두꺼비로30번길 26  1층 (산남동),043 -276 -0111
1939,일반음식점,브라보식당, 청주시 서원구 예체로129번길 30-1  1층 (사창동),043 -276 -2453
1940,일반음식점,조마루감자탕사창점, 청주시 서원구 내수동로 123-1  B동 1층 (사창동),043 -276 -2766
1941,일반음식점,식끌버끌, 청주시 서원구 내수동로114번길 59 (사창동),043 -276 -3933
1942,일반음식점,왕천파닭(사직점), 청주시 서원구 사직대로 266  1층 (사직동),043 -276 -4088
1943,일반음식점,샤브도둑5 000 얼큰샤브샤브, 청주시 서원구 내수동로108번길 51  1층 (사창동),043 -276 -4749
1944,일반음식점,레드락, 청주시 서원구 사직대로 140  3층 301호 (사창동  현대코아),043 -276 -5555
1945,일반음식점,어울림밥상, 청주시 서원구 예체로1번길 25  2층 (개신동),043 -276 -6161
1946,일반음식점,비비큐치킨앤비어모충점, 청주시 서원구 모충로 79  2층 (모충동),043 -276 -6900
1947,일반음식점,(주)수레로충대점, 청주시 서원구 1순환로672번길 22  2층 201호 (사창동),043 -276 -7766
1948,일반음식점,홍스족발(홍's족발), 청주시 서원구 1순환로672번길 42  2층 (사창동),043 -276 -7799
1949,일반음식점,개신풍천장어, 청주시 서원구 성봉로192번길 34-20  1층 (개신동),043 -276 -8222
1950,일반음식점,한양전집, 청주시 서원구 호국로 100  A동 1층 (사직동),043 -276 -8865
1951,일반음식점,농협목우촌또래오래, 청주시 서원구 창신로 22  1층 (사창동),043 -276 -9255
1952,일반음식점,해담, 청주시 서원구 1순환로1063번길 129  1층 (분평동),043 -276 -9800
1953,일반음식점,새빨간 죠스찜닭, 청주시 서원구 1순환로672번길 54 (사창동  (2층)),043 -276 -9990
1954,일반음식점,상당해장국, 청주시 서원구 내수동로 134 (사창동 (1층)),043 -277 -0018
1955,일반음식점,청주장터 순대국, 청주시 서원구 내수동로 130  1층 8호 (사창동  평화아파트),043 -277 -2016
1956,일반음식점,쪼끼쪼끼개신1호점, 청주시 서원구 예체로19번길 4  2층 201호 (개신동  B동),043 -277 -2020
1957,일반음식점,해뜨는 식당, 청주시 서원구 대원로20번길 49  1층 (사직동),043 -277 -2257
1958,일반음식점,(주)이스트레스토랑, 청주시 서원구 남이면 문곡구절골길 235  1층,043 -277 -5000
1959,일반음식점,남원추어탕, 청주시 서원구 사운로45번길 11  1층 (사직동),043 -277 -5292
1960,일반음식점,(주)이스트레스토랑 스타트하우스, 청주시 서원구 남이면 문곡구절골길 235  1층,043 -277 -5432
1961,일반음식점,(주)이스트레스토랑그늘집1, 청주시 서원구 남이면 문곡구절골길 235  1층,043 -277 -5432
1962,일반음식점,(주)이스트레스토랑그늘집3, 청주시 서원구 남이면 문곡구절골길 235  1층,043 -277 -5432
1963,일반음식점,북경깐풍기(북깐) 산남점, 청주시 서원구 두꺼비로78번길 21 (산남동 (1층)),043 -277 -5935
1964,일반음식점,종착역, 청주시 서원구 모충로 92-1 (모충동 (1층)),043 -277 -6267
1965,일반음식점,종가대박집, 청주시 서원구 1순환로674번길 16  1층 (사창동),043 -277 -6285
1966,일반음식점,타지마할, 청주시 서원구 내수동로114번길 8 (사창동 (2층)),043 -277 -7391
1967,일반음식점,러시아국수집, 청주시 서원구 사직대로124번길 7  2층 (사창동),043 -277 -7996
1968,일반음식점,캠퍼스전골마당, 청주시 서원구 내수동로102번길 52-1  대승중문타운 1층 101호일부 102호 (사창동),043 -277 -8000
1969,일반음식점,파브리카, 청주시 서원구 1순환로 682 (사창동  외1필지씨네타운SHOP#201~#204호 #205호일부 #206호일부2층),043 -277 -8068
1970,일반음식점,낙지한마당, 청주시 서원구 무심서로 437 (사직동 (1층)),043 -277 -8226
1971,일반음식점,도니수제돈까스, 청주시 서원구 호국로 99  1층 (사직동),043 -277 -8230
1972,일반음식점,치킨플러스(사창점), 청주시 서원구 사직대로 185  B동 1층 (사창동),043 -277 -8808
1973,일반음식점,윤치리네, 청주시 서원구 1순환로674번길 52  2층 (사창동),043 -277 -8855
1974,일반음식점,효자문, 청주시 서원구 모충로 135  1층 (모충동),043 -277 -8884
1975,일반음식점,해운대횟집, 청주시 서원구 예체로1번길 38  금강빌딩   B동 1층 (개신동),043 -277 -9293
1976,일반음식점,잭아저씨보쌈&족발, 청주시 서원구 모충로 67 (모충동 외 1필지(1층)),043 -277 -9988
1977,일반음식점,막끌리아, 청주시 서원구 용호로 6 (죽림동  (1층)),043 -278 -0066
1978,일반음식점,서해쭈꾸미, 청주시 서원구 모충로 48-1  가1동 1층 (개신동),043 -278 -0122
1979,일반음식점,사창수산, 청주시 서원구 창신로 20  1층 (사창동),043 -278 -2500
1980,일반음식점,큐브, 청주시 서원구 남이면 가마2길 3-14  1층 (주건축물제1동),043 -278 -3399
1981,일반음식점,호식이두마리치킨 사창점, 청주시 서원구 창직로 22 (사창동),043 -278 -4455
1982,일반음식점,술술회포차, 청주시 서원구 봉명로 232  1층 (사창동  240-23),043 -278 -5959
1983,일반음식점,명랑시대 충북대점, 청주시 서원구 1순환로672번길 64  1층 (사창동),043 -278 -8585
1984,일반음식점,소쿠리 치킨호프, 청주시 서원구 매봉로 190  401동 지하1층 102호 (모충동  동일 센타시아),043 -278 -9669
1985,일반음식점,정다운 밥상, 청주시 서원구 수곡로 100 (수곡동  한마음2차아파트상가 11-104),043 -283 -0029
1986,일반음식점,도란도란, 청주시 서원구 매봉로 26  상가동 1층 101호 (분평동  분평계룡리슈빌아파트),043 -283 -0214
1987,일반음식점,면 사무소, 청주시 서원구 청남로2097번길 32-4  1층 (수곡동),043 -283 -0490
1988,일반음식점,어부수산, 청주시 서원구 청남로 2108  1층 (수곡동),043 -283 -1181
1989,일반음식점,의정부 아우네 부대찌개, 청주시 서원구 산남로62번길 30  1층 103 104호 (산남동),043 -283 -1248
1990,일반음식점,멕시카나치킨(수곡점), 청주시 서원구 수곡로114번길 3  1층 (수곡동),043 -283 -1718
1991,일반음식점,풀향기쌈밥, 청주시 서원구 두꺼비로28번길 12  1층 (산남동),043 -283 -1900
1992,일반음식점,그린호프, 청주시 서원구 청남로2110번길 3 (모충동  외 2필지(2층)),043 -283 -3107
1993,일반음식점,정다운식당, 청주시 서원구 원마루로20번길 8-1  1층 (분평동),043 -283 -3528
1994,일반음식점,더쉐프, 청주시 서원구 산미로 95  1동 1층 (산남동),043 -283 -3722
1995,일반음식점,멕시칸치킨, 청주시 서원구 분평로 81  상가동 102호 (분평동 분평주공4단지@),043 -283 -3811
1996,일반음식점,아리수, 청주시 서원구 산남로 64  3층 303호 (산남동  엔젤변호사빌딩),043 -283 -4280
1997,일반음식점,성화옻닭, 청주시 서원구 신성화로46번길 5-2  1층 (성화동),043 -283 -4578
1998,일반음식점,우성칼국수, 청주시 서원구 1순환로 1016 (분평동  (1층)),043 -283 -5064
1999,일반음식점,비밀, 청주시 서원구 두꺼비로14번길 35  1층 (산남동  빌라),043 -283 -5772
2000,일반음식점,KFC 청주수곡DT매장, 청주시 서원구 수영로7번길 7  1층 (수곡동),043 -283 -5853
2001,일반음식점,해피한철판불고기, 청주시 서원구 1순환로1063번길 111-22 (분평동 (1층)),043 -283 -5953
2002,일반음식점,고래컵밥, 청주시 서원구 서원남로 48 (모충동),043 -283 -5969
2003,일반음식점,항아리보쌈산남점, 청주시 서원구 산남로10번길 12  1층 (산남동),043 -283 -6553
2004,일반음식점,청원골검정콩두부수제비, 청주시 서원구 남이면 양촌3길 14  1층,043 -283 -6644
2005,일반음식점,황금새우, 청주시 서원구 두꺼비로94번길 72-18  1층 (산남동),043 -283 -6737
2006,일반음식점,생극해장국, 청주시 서원구 원흥로100번길 33  1층 (산남동),043 -283 -7105
2007,일반음식점,경성주막1929 (산남점), 청주시 서원구 두꺼비로78번길 71  1층 (산남동),043 -283 -7224
2008,일반음식점,뉴욕전집, 청주시 서원구 수곡로68번길 8-2  1층 (수곡동),043 -283 -7489
2009,일반음식점,고기덕후, 청주시 서원구 분평로6번길 6-13 (분평동),043 -283 -7567
2010,일반음식점,맘스터치 신청주산남점, 청주시 서원구 산남로 54  1층 106 107호 (산남동),043 -283 -7754
2011,일반음식점,생생푸드, 청주시 서원구 남들로 38  1층 (모충동),043 -283 -7853
2012,일반음식점,무쇠솥뚜껑녹두빈대떡, 청주시 서원구 원마루로10번길 14  1층 (분평동),043 -283 -8108
2013,일반음식점,5.5 닭갈비 분평점, 청주시 서원구 원마루로22번길 10  1층 (분평동),043 -283 -8255
2014,일반음식점,마쯔, 청주시 서원구 산남로24번길 18-8  1층 (산남동),043 -283 -8440
2015,일반음식점,와바산남점, 청주시 서원구 산남로70번길 18  뉴월드프라자 1층 104호 (산남동),043 -283 -8835
2016,일반음식점,원조공주칼국수, 청주시 서원구 궁뜰로34번길 81  1층 (미평동),043 -283 -8890
2017,일반음식점,연중추어탕&초계탕, 청주시 서원구 궁뜰로34번길 75 (미평동 (1층)),043 -283 -8890
2018,일반음식점,풍천장어, 청주시 서원구 구룡산로 216  1층 (산남동),043 -283 -9006
2019,일반음식점,차칸전집, 청주시 서원구 남들로35번길 6  1층 (모충동),043 -283 -9211
2020,일반음식점,굽네치킨산남.성화점, 청주시 서원구 두꺼비로27번길 5-11  1층 (산남동),043 -283 -9282
2021,일반음식점,다사랑치킨피자수곡점, 청주시 서원구 구룡산로 255  1층 (수곡동),043 -283 -9955
2022,일반음식점,자연을 품은 오리, 청주시 서원구 청남로2136번길 30  1층 (모충동),043 -284 -0052
2023,일반음식점,일차돌(산남점), 청주시 서원구 산남로 48  주1동 1층 111호 (산남동),043 -284 -0999
2024,일반음식점,임아저씨통통치킨, 청주시 서원구 청남로2040번길 35  1층 (수곡동),043 -284 -1239
2025,일반음식점,부엉이곳간, 청주시 서원구 산남로 38 (산남동  외 1필지 산남렉스 107호(1층)),043 -284 -1279
2026,일반음식점,안동본가국밥 수곡점, 청주시 서원구 구룡산로 334  1층 (수곡동),043 -284 -1961
2027,일반음식점,충북불고기 , 청주시 서원구 청남로2110번길 6 (수곡동),043 -284 -3324
2028,일반음식점,한라산도새기, 청주시 서원구 용평로113번길 37  나동 1층 (분평동),043 -284 -3394
2029,일반음식점,조도령삼계탕, 청주시 서원구 용평로113번길 37  다동 1층 (분평동),043 -284 -3394
2030,일반음식점,미나리, 청주시 서원구 두꺼비로 31  1층 (산남동),043 -284 -4225
2031,일반음식점,김대감왕족발&보쌈, 청주시 서원구 모충로25번길 12  1층 (개신동),043 -284 -4245
2032,일반음식점,산호횟집, 청주시 서원구 남들로 45-1  1층 (모충동),043 -284 -5338
2033,일반음식점,푸릴리 서원점, 청주시 서원구 남이면 2순환로 1683  1층,043 -284 -5353
2034,일반음식점,이왕, 청주시 서원구 구룡산로 400-1 (수곡동),043 -284 -5560
2035,일반음식점,밥이랑 김밥이랑, 청주시 서원구 청남로 2078-18  1층 (수곡동),043 -284 -6344
2036,일반음식점,노다지생막창, 청주시 서원구 청남로2110번길 10  1층 (수곡동),043 -284 -6388
2037,일반음식점,주식회사 고박사해장국, 청주시 서원구 청남로 2052  1층 (수곡동),043 -284 -6727
2038,일반음식점,헬로우커피, 청주시 서원구 원흥로 90  1층 101호 (산남동),043 -284 -8870
2039,일반음식점,신세계, 청주시 서원구 두꺼비로94번길 18-11  1층 (산남동),043 -284 -9252
2040,일반음식점,크램, 청주시 서원구 산남로62번길 25  1층 104호 105호 (산남동),043 -284 -9955
2041,일반음식점,토속영양탕, 청주시 서원구 수곡로 16  1층 (분평동),043 -285 -0010
2042,일반음식점,입이만족, 청주시 서원구 두꺼비로60번길 12-2  1층 (산남동),043 -285 -0285
2043,일반음식점,하이벳수산, 청주시 서원구 산미로 158  1층 (산남동),043 -285 -0430
2044,일반음식점,테이블(table)1101, 청주시 서원구 두꺼비로60번길 4-2  1층 (산남동),043 -285 -1101
2045,일반음식점,아리산중화요리, 청주시 서원구 서원남로 56-5  1층 (모충동),043 -285 -1144
2046,일반음식점,신떡(분평점), 청주시 서원구 1순환로1107번길 28  명인원플러스 1층 107호 (분평동),043 -285 -1212
2047,일반음식점,베트남 노상식당, 청주시 서원구 산남로62번길 15  두꺼비빌딩 1층 114호 (산남동),043 -285 -1256
2048,일반음식점,용감한족발, 청주시 서원구 원흥로 9  1층 (산남동),043 -285 -2067
2049,일반음식점,W(더블유)바, 청주시 서원구 산남로 38  4층 402호  403호 (산남동  산남렉슬Ⅰ),043 -285 -2235
2050,일반음식점,중화명가, 청주시 서원구 두꺼비로20번길 51  1층 (산남동),043 -285 -2292
2051,일반음식점,진미, 청주시 서원구 청남로2110번길 19-2  1층 (모충동),043 -285 -2493
2052,일반음식점,죽이야기 개신사창점, 청주시 서원구 1순환로 767  1층 (개신동),043 -285 -2822
2053,일반음식점,프렌즈호프치킨, 청주시 서원구 산미로 154  1층 102호 (산남동),043 -285 -3232
2054,일반음식점,남들엄나무삼계탕, 청주시 서원구 청남로2122번길 7  1층 (모충동),043 -285 -3345
2055,일반음식점,우미관, 청주시 서원구 서원남로43번길 10  1층 (모충동  서원빌라),043 -285 -4204
2056,일반음식점,보리밭에 돼지들, 청주시 서원구 매봉로 86  1층 (수곡동),043 -285 -4218
2057,일반음식점,그집쭈꾸미, 청주시 서원구 두꺼비로78번길 7  1층 (산남동),043 -285 -5321
2058,일반음식점,남들갈비, 청주시 서원구 청남로2133번길 8 (모충동),043 -285 -5599
2059,일반음식점,갈비천왕, 청주시 서원구 성봉로220번길 58  1층 (개신동),043 -285 -5955
2060,일반음식점,The 쇼킹, 청주시 서원구 수곡로67번길 7-1  1층 (수곡동),043 -285 -5999
2061,일반음식점,소담치킨산남점, 청주시 서원구 두꺼비로38번길 3-9  1층 (산남동),043 -285 -6166
2062,일반음식점,원조생선구이, 청주시 서원구 두꺼비로30번길 8  1층 (산남동),043 -285 -6650
2063,일반음식점,고가네닭한마리칼국수 수곡점, 청주시 서원구 수곡로113번길 11  1층 (수곡동),043 -285 -6878
2064,일반음식점,그집쭈꾸미, 청주시 서원구 용평로 114  1층 (분평동),043 -285 -7004
2065,일반음식점,뮤, 청주시 서원구 산남로 49  4층 (산남동),043 -285 -7700
2066,일반음식점,맛나감자탕, 청주시 서원구 원흥로 9  1층 (산남동),043 -285 -7756
2067,일반음식점,김여사집밥, 청주시 서원구 청남로 2101 (수곡동  (1층)),043 -285 -7797
2068,일반음식점,동해바다, 청주시 서원구 원흥로80번길 31-6  1층 (산남동),043 -285 -8002
2069,일반음식점,피자스쿨청주산남점, 청주시 서원구 두꺼비로 82 (산남동),043 -285 -8003
2070,일반음식점,투다리 분평우성점, 청주시 서원구 청남로2005번길 72  1층 102호 (분평동),043 -285 -8190
2071,일반음식점,미미당, 청주시 서원구 1순환로 1109  호인리더스빌딩 1층 111호 (분평동),043 -285 -8253
2072,일반음식점,어도해물요리전문점, 청주시 서원구 원마루로14번길 9 (분평동 (1층)),043 -285 -8255
2073,일반음식점,제주바다, 청주시 서원구 1순환로 1082  2층 (분평동),043 -285 -8333
2074,일반음식점,노량진 컵밥, 청주시 서원구 서원남로58번길 15  지하1층 (모충동),043 -285 -9200
2075,일반음식점,반도수산분평점, 청주시 서원구 매봉로12번길 44  1층 (분평동),043 -285 -9249
2076,일반음식점,조선칡냉면, 청주시 서원구 수곡로 99 (수곡동),043 -285 -9911
2077,일반음식점,지코바숯불치킨, 청주시 서원구 수곡로57번길 26-2  1층 (수곡동),043 -285 -9999
2078,일반음식점,가마솥보리밥, 청주시 서원구 사직대로164번길 37  1층 (사창동),043 -286 -0050
2079,일반음식점,삼사삼(343), 청주시 서원구 구룡산로 343  1층 (수곡동),043 -286 -0482
2080,일반음식점,오감만족, 청주시 서원구 두꺼비로94번길 56-9  1층 (산남동),043 -286 -0851
2081,일반음식점,정있는 만두, 청주시 서원구 산남로 76  인템프라자 1층 101호 (산남동),043 -286 -0885
2082,일반음식점,청담소곱창, 청주시 서원구 산남로70번길 23  1층 (산남동),043 -286 -0892
2083,일반음식점,빌라디쉐프, 청주시 서원구 1순환로 1080-2  2층 (분평동),043 -286 -1080
2084,일반음식점,정성백푸드, 청주시 서원구 1순환로1107번길 21  104호호 (분평동 조은주차빌딩),043 -286 -1133
2085,일반음식점,김밥세상 산남점, 청주시 서원구 산남로 60  1층 101호 (산남동  RS타워),043 -286 -1238
2086,일반음식점,원마루김밥, 청주시 서원구 원마루로10번길 1-1  1층 (분평동),043 -286 -1518
2087,일반음식점,오모가리김치찌개, 청주시 서원구 두꺼비로78번길 63-8  1층 (산남동),043 -286 -1883
2088,일반음식점,투다리서원대점, 청주시 서원구 서원남로 44 (모충동 (2층)),043 -286 -2252
2089,일반음식점,배달해짬뽕 하세, 청주시 서원구 두꺼비로94번길 18-15  1층 (산남동),043 -286 -2882
2090,일반음식점,영애네국밥, 청주시 서원구 청남로2122번길 6-1  1층 (모충동),043 -286 -2894
2091,일반음식점,하늬바다, 청주시 서원구 두꺼비로94번길 64-8  1층 (산남동),043 -286 -3303
2092,일반음식점,곱깨비, 청주시 서원구 두꺼비로 40  1층 103호 (산남동),043 -286 -3336
2093,일반음식점,한성포차, 청주시 서원구 구룡산로 245  1층 (수곡동),043 -286 -3857
2094,일반음식점,재성돌솥밥, 청주시 서원구 용평로93번길 50  1층 (분평동),043 -286 -4000
2095,일반음식점,바푸리포 베트남쌀국수, 청주시 서원구 산남로 48  1층 103호 (산남동  주1동),043 -286 -5300
2096,일반음식점,해운대 가야밀면, 청주시 서원구 수곡로99번길 32-6  1층 (수곡동),043 -286 -5886
